Sale?,URL,Name,Current Price,Shipping,Page URL
SALE,"<a class=""item-title"" href=""https://www.newegg.com/p/0JC-00ER-00008?Description=1080p monitor&amp;cm_re=1080p_monitor-_-9SIADA29TV0345-_-Product"" title=""View Details"">31.5"" curved widescreen monitor, AOC 31.5"" Full HD 1920x1080 Monitor, Curved VA Panel, 4ms 75hz, 1800R curvature, Frameless, HDMI/DisplayPort/VGA, FlickerFree, Low Blue Mode, VESA</a>","31.5"" curved widescreen monitor, AOC 31.5"" Full HD 1920x1080 Monitor, Curved VA Panel, 4ms 75hz, 1800R curvature, Frameless, HDMI/DisplayPort/VGA, FlickerFree, Low Blue Mode, VESA",$349.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=29
SALE,"<a class=""item-title"" href=""https://www.newegg.com/p/0JC-00JN-00011?Description=1080p monitor&amp;cm_re=1080p_monitor-_-9SIAR08CPC4670-_-Product"" title=""View Details"">23.8-Inch IPS HDMI DVI VGA (1920 x 1080) Widescreen Monitor,Black</a>","23.8-Inch IPS HDMI DVI VGA (1920 x 1080) Widescreen Monitor,Black",$189.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=29
SALE,"<a class=""item-title"" href=""https://www.newegg.com/hp-vh240a-23-8-full-hd/p/N82E16824276613?Description=1080p monitor&amp;cm_re=1080p_monitor-_-9SIAKVUB9P6421-_-Product"" title=""View Details"">HP VH240A 23.8"" IPS LED backlight Monitor 5ms Full HD 1920x1080 HDMI, VGA,</a>","HP VH240A 23.8"" IPS LED backlight Monitor 5ms Full HD 1920x1080 HDMI, VGA,",$94.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=30
SALE,"<a class=""item-title"" href=""https://www.newegg.com/tiem-gaming-monitor-black/p/15Z-02HB-00001?Description=1080p monitor&amp;cm_re=1080p_monitor-_-9SIANZTBY61548-_-Product"" title=""View Details"">27"" 144Hz 1920P Gaming Monitor, 1920 x 1080@144Hz Display, 1ms (MPRT) Response Time, 94% DCI-P3,  FreeSync Premium Pro, 1x Display Port , 3x HDMI .</a>","27"" 144Hz 1920P Gaming Monitor, 1920 x 1080@144Hz Display, 1ms (MPRT) Response Time, 94% DCI-P3,  FreeSync Premium Pro, 1x Display Port , 3x HDMI .",$369.66,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=33
SALE,"<a class=""item-title"" href=""https://www.newegg.com/p/0JC-0004-009T9?Description=1080p monitor&amp;cm_re=1080p_monitor-_-9SIAKKBBR73410-_-Product"" title=""View Details"">Dell - S2419NX 24"" IPS LED FHD Monitor - Black/Silver</a>","Dell - S2419NX 24"" IPS LED FHD Monitor - Black/Silver",$229.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=34
SALE,"<a class=""item-title"" href=""https://www.newegg.com/hp-24yh-23-8/p/0JC-0019-02913?Description=1080p monitor&amp;cm_re=1080p_monitor-_-9SIAKVU9ZC3825-_-Product"" title=""View Details"">HP 24YH LED Monitor -23.8"" Full HD - 1920 x 1080 - 60Hz - 8ms - VGA, DVI-D, HDMI</a>","HP 24YH LED Monitor -23.8"" Full HD - 1920 x 1080 - 60Hz - 8ms - VGA, DVI-D, HDMI",$84.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=35
SALE,"<a class=""item-title"" href=""https://www.newegg.com/p/0JC-00FU-00006?Description=1080p monitor&amp;cm_re=1080p_monitor-_-9SIAKN59XW5904-_-Product"" title=""View Details"">Monitor, AOC 31.5"" Full HD 1920x1080 Monitor, Curved VA Panel, 4ms 75hz, Frameless, HDMI/DisplayPort/VGA, FlickerFree, Low Blue Mode, VESA</a>","Monitor, AOC 31.5"" Full HD 1920x1080 Monitor, Curved VA Panel, 4ms 75hz, Frameless, HDMI/DisplayPort/VGA, FlickerFree, Low Blue Mode, VESA",$359.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=38
SALE,"<a class=""item-title"" href=""https://www.newegg.com/p/0JC-00FU-00008?Description=1080p monitor&amp;cm_re=1080p_monitor-_-9SIAKN5AM85722-_-Product"" title=""View Details"">AOC 31.5"" Full HD 1920x1080 Monitor, Curved VA Panel, 4ms 75hz, Frameless, HDMI/DisplayPort/VGA, FlickerFree, Low Blue Mode, VESA,Monitor</a>","AOC 31.5"" Full HD 1920x1080 Monitor, Curved VA Panel, 4ms 75hz, Frameless, HDMI/DisplayPort/VGA, FlickerFree, Low Blue Mode, VESA,Monitor",$359.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=38
SALE,"<a class=""item-title"" href=""https://www.newegg.com/p/3D4-001A-00004?Description=1080p monitor&amp;cm_re=1080p_monitor-_-9SIAN04BA81841-_-Product"" title=""View Details"">Sceptre E275W-19203R 27"" Ultra Thin 1080P LED Monitor up to 75Hz 2X HDMI VGA Build-in Speakers, Machine Black 2020</a>","Sceptre E275W-19203R 27"" Ultra Thin 1080P LED Monitor up to 75Hz 2X HDMI VGA Build-in Speakers, Machine Black 2020",$199.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=39
SALE,"<a class=""item-title"" href=""https://www.newegg.com/p/0JC-00HY-00003?Description=1080p monitor&amp;cm_re=1080p_monitor-_-9SIAP5VBHP5452-_-Product"" title=""View Details"">Portable Monitor- T13  13.3 Inch Computer Display 1920×1080  USB C Gaming Monitor IPS Screen  Type-C and Mini HDMI Input for PS3 PS4 Xbox Raspberry Pi Laptop PC MAC, Include Smart Case</a>","Portable Monitor- T13  13.3 Inch Computer Display 1920×1080  USB C Gaming Monitor IPS Screen  Type-C and Mini HDMI Input for PS3 PS4 Xbox Raspberry Pi Laptop PC MAC, Include Smart Case",$149.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=41
SALE,"<a class=""item-title"" href=""https://www.newegg.com/p/0JC-00JN-00003?Description=1080p monitor&amp;cm_re=1080p_monitor-_-9SIAR08CAX6570-_-Product"" title=""View Details"">E Series 23-Inch Screen LED-lit Monitor, Black</a>","E Series 23-Inch Screen LED-lit Monitor, Black",$209.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=57
SALE,"<a class=""item-title"" href=""https://www.newegg.com/p/0JC-00JR-00002?Description=1080p monitor&amp;cm_re=1080p_monitor-_-9SIAR7DCFH4700-_-Product"" title=""View Details"">Lpyoo 15.6-inch LCD screen laptop smart device advertising player portable LCD display</a>",Lpyoo 15.6-inch LCD screen laptop smart device advertising player portable LCD display,$199.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=58
SALE,"<a class=""item-title"" href=""https://www.newegg.com/p/3D4-001A-00002?Description=1080p monitor&amp;cm_re=1080p_monitor-_-9SIAN04BA81401-_-Product"" title=""View Details"">HP VH240a 23.8-inch Full HD 1080p IPS LED Monitor with Built-in Speakers and VESA Mounting, Rotating Portrait &amp; Landscape, Tilt, and HDMI &amp; VGA Ports (1KL30AA) - Black</a>","HP VH240a 23.8-inch Full HD 1080p IPS LED Monitor with Built-in Speakers and VESA Mounting, Rotating Portrait & Landscape, Tilt, and HDMI & VGA Ports (1KL30AA) - Black",$239.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=58
SALE,"<a class=""item-title"" href=""https://www.newegg.com/hp-24es-23-8/p/0JC-0019-029T1?Description=1080p monitor&amp;cm_re=1080p_monitor-_-9SIAKVUBA65681-_-Product"" title=""View Details"">HP 24ES 2-Pack 23.8"" Full HD 1920 x 1080 60Hz VGA HDMI Edge-to-Edge Screen LED Backlit IPS Monitor (1TS60AAT)</a>","HP 24ES 2-Pack 23.8"" Full HD 1920 x 1080 60Hz VGA HDMI Edge-to-Edge Screen LED Backlit IPS Monitor (1TS60AAT)",$184.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=58
SALE,"<a class=""item-title"" href=""https://www.newegg.com/p/3D4-001A-00001?Description=1080p monitor&amp;cm_re=1080p_monitor-_-9SIAN04BA80862-_-Product"" title=""View Details"">Acer SB220Q bi 21.5 inches Full HD (1920 x 1080) IPS Ultra-Thin Zero Frame Monitor (HDMI &amp; VGA port)</a>",Acer SB220Q bi 21.5 inches Full HD (1920 x 1080) IPS Ultra-Thin Zero Frame Monitor (HDMI & VGA port),$209.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=59
SALE,"<a class=""item-title"" href=""https://www.newegg.com/p/3D4-001A-00006?Description=1080p monitor&amp;cm_re=1080p_monitor-_-9SIAN04BA81980-_-Product"" title=""View Details"">Sceptre NEW 24"" Curved 75Hz Gaming LED Monitor Full HD 1080P HDMI VGA Speakers Ultra Thin Machine Black 2020</a>","Sceptre NEW 24"" Curved 75Hz Gaming LED Monitor Full HD 1080P HDMI VGA Speakers Ultra Thin Machine Black 2020",$249.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=59
SALE,"<a class=""item-title"" href=""https://www.newegg.com/hp-24es-23-8/p/N82E16824276614?Description=1080p monitor&amp;cm_re=1080p_monitor-_-9SIAKVUBA63582-_-Product"" title=""View Details"">HP 24ES 23.8"" Full HD 1920x1080 60Hz VGA HDMI Edge-toEdge Screen LED Backlit IPS LCD Monitor</a>","HP 24ES 23.8"" Full HD 1920x1080 60Hz VGA HDMI Edge-toEdge Screen LED Backlit IPS LCD Monitor",$104.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=59
SALE,"<a class=""item-title"" href=""https://www.newegg.com/p/3D4-001U-00001?Description=1080p monitor&amp;cm_re=1080p_monitor-_-9SIAN9ZCB50483-_-Product"" title=""View Details"">VICABO BUBALUS E500 27"" Black Full HD 1920 x 1080 Gaming Monitor Widescreen 16:9 75Hz VA Display 2ms Response Time HDMI VGA DisplayPort, Ultra-Slim Frameless Design, Metal Base</a>","VICABO BUBALUS E500 27"" Black Full HD 1920 x 1080 Gaming Monitor Widescreen 16:9 75Hz VA Display 2ms Response Time HDMI VGA DisplayPort, Ultra-Slim Frameless Design, Metal Base",$223.00,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=60
SALE,"<a class=""item-title"" href=""https://www.newegg.com/black-red-tiem-gaming-monitor-27/p/3D4-001P-00002?Description=1080p monitor&amp;cm_re=1080p_monitor-_-3D4-001P-00002-_-Product"" title=""View Details"">TIEM 27 Inch TN Eye Care Monitor 1920 x 1080@240Hz Gaming Monitor 1ms (MPRT) Response Time, 90% DCI-P3, HDR Ready, FreeSync Premium, 1x Display Port ,3x HDMI , Black</a>","TIEM 27 Inch TN Eye Care Monitor 1920 x 1080@240Hz Gaming Monitor 1ms (MPRT) Response Time, 90% DCI-P3, HDR Ready, FreeSync Premium, 1x Display Port ,3x HDMI , Black",$609.66,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=60
SALE,"<a class=""item-title"" href=""https://www.newegg.com/hp-24fw-23-8/p/0JC-0019-02AP8?Description=1080p monitor&amp;cm_re=1080p_monitor-_-9SIAKVUCK36498-_-Product"" title=""View Details"">HP 24FW 3KS62AA#ABA Ultraslim Silver / White 23.8"" FHD 5ms (GTG) Widescreen LED Backlight Monitor 300 cd/m2 SC 10,000,000:1 (1,000:1)</a>","HP 24FW 3KS62AA#ABA Ultraslim Silver / White 23.8"" FHD 5ms (GTG) Widescreen LED Backlight Monitor 300 cd/m2 SC 10,000,000:1 (1,000:1)",$99.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=61
SALE,"<a class=""item-title"" href=""https://www.newegg.com/hp-z7y57aa-24-5-full-hd/p/0JC-0019-02948?Description=1080p monitor&amp;cm_re=1080p_monitor-_-9SIAKVUAH70731-_-Product"" title=""View Details"">HP OMEN 25 24.5"" Full HD 1920x1080 1ms 144Hz 2xHDMI DisplayPort AMD FreeSync 3.0 USB Hub Backlit LED LCD Gaming Monitor - Z7Y57AA</a>","HP OMEN 25 24.5"" Full HD 1920x1080 1ms 144Hz 2xHDMI DisplayPort AMD FreeSync 3.0 USB Hub Backlit LED LCD Gaming Monitor - Z7Y57AA",$189.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=61
SALE,"<a class=""item-title"" href=""https://www.newegg.com/p/3D4-001A-00003?Description=1080p monitor&amp;cm_re=1080p_monitor-_-9SIAN04BA81688-_-Product"" title=""View Details"">ASUS VA24EHE 23.8” Monitor 75Hz Full HD (1920x1080) IPS Eye Care HDMI D-Sub DVI-D</a>",ASUS VA24EHE 23.8” Monitor 75Hz Full HD (1920x1080) IPS Eye Care HDMI D-Sub DVI-D,$199.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=61
SALE,"<a class=""item-title"" href=""https://www.newegg.com/hp-z23n-23/p/0JC-0019-02AP6?Description=1080p monitor&amp;cm_re=1080p_monitor-_-9SIAKVUCK10819-_-Product"" title=""View Details"">HP Z23n Black 23"" (1920 x 1080) 7ms Widescreen LED Backlight LCD Monitor IPS 250 cd/m2 DCR 5,000,000:1 (1000:1) VGA, USB 2.0, Tilt, Swivel, Height Adj., Pivot  - M2J79A4</a>","HP Z23n Black 23"" (1920 x 1080) 7ms Widescreen LED Backlight LCD Monitor IPS 250 cd/m2 DCR 5,000,000:1 (1000:1) VGA, USB 2.0, Tilt, Swivel, Height Adj., Pivot  - M2J79A4",$99.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=63
SALE,"<a class=""item-title"" href=""https://www.newegg.com/p/3D4-001H-00001?Description=1080p monitor&amp;cm_re=1080p_monitor-_-9SIAP4KBG08767-_-Product"" title=""View Details"">LG 32MA68HY-P 32-Inch IPS Monitor with Display Port and HDMI Inputs</a>",LG 32MA68HY-P 32-Inch IPS Monitor with Display Port and HDMI Inputs,$399.96,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=64
SALE,"<a class=""item-title"" href=""https://www.newegg.com/black-tiem-t3207qp-32/p/3D4-001T-00001?Description=1080p monitor&amp;cm_re=1080p_monitor-_-9SIAP5VCGG5085-_-Product"" title=""View Details"">TIEM 32-inch Gaming Monitor 16:9 2560x1440 Ultra Wide Ultra Slim,VA panel, FreeSync, HDMI DisplayPort , Black (T3207QP-144RN)</a>","TIEM 32-inch Gaming Monitor 16:9 2560x1440 Ultra Wide Ultra Slim,VA panel, FreeSync, HDMI DisplayPort , Black (T3207QP-144RN)",$479.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=64
SALE,"<a class=""item-title"" href=""https://www.newegg.com/p/0JC-0007-00FB0?Description=1080p monitor&amp;cm_re=1080p_monitor-_-9SIACYNBWT8793-_-Product"" title=""View Details"">Samsung LC27F591FDNXZA 27-inch Curved LED Monitor - 1080p - 3000:1 - 4 ms - 250 cd/m2 - Silver</a>",Samsung LC27F591FDNXZA 27-inch Curved LED Monitor - 1080p - 3000:1 - 4 ms - 250 cd/m2 - Silver,$209.00,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=65
SALE,"<a class=""item-title"" href=""https://www.newegg.com/hp-p240va-23-8/p/0JC-0019-02AP7?Description=1080p monitor&amp;cm_re=1080p_monitor-_-9SIAKVUCK24406-_-Product"" title=""View Details"">HP ProDisplay P240va 23.8"" Anti-Glare FHD LED Monitor 1920 x 1080 8ms response time VGA, HDMI, DisplayPort - N3H14AA</a>","HP ProDisplay P240va 23.8"" Anti-Glare FHD LED Monitor 1920 x 1080 8ms response time VGA, HDMI, DisplayPort - N3H14AA",$109.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=66
SALE,"<a class=""item-title"" href=""https://www.newegg.com/p/33X-002K-000F0?Description=1080p monitor&amp;cm_re=1080p_monitor-_-9SIA9AXBW20614-_-Product"" title=""View Details"">Dell ST2220Mc 22"" LCD Flat Panel HD Display Monitor VGA DVI 1920x1080 ST2230MXF</a>","Dell ST2220Mc 22"" LCD Flat Panel HD Display Monitor VGA DVI 1920x1080 ST2230MXF",$118.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=71
