Sale?,URL,Name,Current Price,Shipping,Page URL
,"<a class=""item-title"" href=""https://www.newegg.com/p/0JC-00B5-00004?Description=1080p monitor&amp;cm_re=1080p_monitor-_-0JC-00B5-00004-_-Product"" title=""View Details"">11.6"" 1920x1080 Full HD Portable Monitor 1080p IPS LCD with HDMI VGA 3.5mm Headphone Ports, 12V 2A DC Power Supply, 11.6 inch HDMI VGA Portable Display for Industrial &amp; Medical  Video Display.</a>","11.6"" 1920x1080 Full HD Portable Monitor 1080p IPS LCD with HDMI VGA 3.5mm Headphone Ports, 12V 2A DC Power Supply, 11.6 inch HDMI VGA Portable Display for Industrial & Medical  Video Display.",$133.00,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=14
,"<a class=""item-title"" href=""https://www.newegg.com/p/0JC-00B5-00003?Description=1080p monitor&amp;cm_re=1080p_monitor-_-0JC-00B5-00003-_-Product"" title=""View Details"">11.6"" Portable Display 11.6 inch 1920x1080 60HZ Full HD 1080p IPS LCD Monitor with HDMI / VGA / USB / RCA / 3.5mm Audio Ports, 12V 2A DC Power Supply, High Definition Video Display.</a>","11.6"" Portable Display 11.6 inch 1920x1080 60HZ Full HD 1080p IPS LCD Monitor with HDMI / VGA / USB / RCA / 3.5mm Audio Ports, 12V 2A DC Power Supply, High Definition Video Display.",$156.00,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=14
,"<a class=""item-title"" href=""https://www.newegg.com/asus-c624aqh-23-8-full-hd/p/N82E16824236868?Description=1080p monitor&amp;cm_re=1080p_monitor-_-9SIAMG8BUW3626-_-Product"" title=""View Details"">ASUS PRO C624AQH 23.8"" Full HD 1920 x 1080 IPS DP HDMI DVI VGA Ergonomic Back-lit LED Monitor 250 cd/m2 ASCR 100,000,000:1 (1,000:1)</a>","ASUS PRO C624AQH 23.8"" Full HD 1920 x 1080 IPS DP HDMI DVI VGA Ergonomic Back-lit LED Monitor 250 cd/m2 ASCR 100,000,000:1 (1,000:1)",$274.39,$46.00 Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=14
,"<a class=""item-title"" href=""https://www.newegg.com/dell-e2414hm-24/p/N82E16824260338?Description=1080p monitor&amp;cm_re=1080p_monitor-_-9SIAJ7W90Y3856-_-Product"" title=""View Details"">DELL E2414HM Black 24” 5ms 1920 x 1080 Widescreen HD LED Backlight LCD Monitor 1000:1 DVI &amp; VGA</a>",DELL E2414HM Black 24” 5ms 1920 x 1080 Widescreen HD LED Backlight LCD Monitor 1000:1 DVI & VGA,$252.89,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=14
,"<a class=""item-title"" href=""https://www.newegg.com/p/0JC-0001-00010?Description=1080p monitor&amp;cm_re=1080p_monitor-_-9SIA0V13PB0052-_-Product"" title=""View Details"">GeChic 1101P 11.6"" 1080p Field Monitor</a>","GeChic 1101P 11.6"" 1080p Field Monitor",$227.99,$4.69 Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=14
SALE,"<a class=""item-title"" href=""https://www.newegg.com/portable-monitor-15-6/p/0JC-00HY-00002?Description=1080p monitor&amp;cm_re=1080p_monitor-_-9SIAP5VBHP2049-_-Product"" title=""View Details"">Portable Monitor - T15-4K 15.6 Inch Full HD 2160P USB Type-C Computer Display IPS Eye Care Screen with HDMI Type C Speakers for Laptop PC PS4 Xbox Phone Included Smart Cover &amp; Screen Protector</a>",Portable Monitor - T15-4K 15.6 Inch Full HD 2160P USB Type-C Computer Display IPS Eye Care Screen with HDMI Type C Speakers for Laptop PC PS4 Xbox Phone Included Smart Cover & Screen Protector,$239.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=14
,"<a class=""item-title"" href=""https://www.newegg.com/acer-america-21-5/p/16C-0020-00006?Description=1080p monitor&amp;cm_re=1080p_monitor-_-16C-0020-00006-_-Product"" title=""View Details"">Acer UM.WB6AA.G02 21.5"" Full HD LED-Backlit Widescreen LCD Monitor</a>","Acer UM.WB6AA.G02 21.5"" Full HD LED-Backlit Widescreen LCD Monitor",$82.89,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=14
SALE,"<a class=""item-title"" href=""https://www.newegg.com/portable-monitor-15/p/0JC-00HY-00001?Description=1080p monitor&amp;cm_re=1080p_monitor-_-9SIAP5VBHF9699-_-Product"" title=""View Details"">Portable Monitor - T16A 15 Inch Computer Display 1920×1080 Full HD IPS Screen USB C Gaming Monitor with Type-C Mini HDMI for Laptop PC MAC Phone Xbox PS4, Include Smart Cover &amp; Screen Protector</a>","Portable Monitor - T16A 15 Inch Computer Display 1920×1080 Full HD IPS Screen USB C Gaming Monitor with Type-C Mini HDMI for Laptop PC MAC Phone Xbox PS4, Include Smart Cover & Screen Protector",$179.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=15
,"<a class=""item-title"" href=""https://www.newegg.com/viewsonic-va2256-mhd-h2-22-full-hd/p/N82E16824116996?Description=1080p monitor&amp;cm_re=1080p_monitor-_-9SIAN7GCNM7507-_-Product"" title=""View Details"">ViewSonic VA2256-MHD_H2 22"" Frameless Dual Pack Head-Only 1080p IPS Monitors with HDMI DisplayPort and VGA for Home and Office</a>","ViewSonic VA2256-MHD_H2 22"" Frameless Dual Pack Head-Only 1080p IPS Monitors with HDMI DisplayPort and VGA for Home and Office",$239.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=15
,"<a class=""item-title"" href=""https://www.newegg.com/sceptre-e248w-19203r-23-8-full-hd/p/N82E16824112041?Description=1080p monitor&amp;cm_re=1080p_monitor-_-24-112-041-_-Product"" title=""View Details"">SCEPTRE E248W-19203R Silver 23.8"" HDMI Widescreen LED Backlight LCD/LED Monitor 250 cd/m2 1,000:1, US Warranty</a>","SCEPTRE E248W-19203R Silver 23.8"" HDMI Widescreen LED Backlight LCD/LED Monitor 250 cd/m2 1,000:1, US Warranty",$139.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=15
,"<a class=""item-title"" href=""https://www.newegg.com/p/1B4-079T-0JFA5?Description=1080p monitor&amp;cm_re=1080p_monitor-_-9SIA6AHBA05562-_-Product"" title=""View Details"">Shemiqi 15.6 inch Full HD Portable Monitor PC HDMI 1080P LED Display Monitor Black US</a>",Shemiqi 15.6 inch Full HD Portable Monitor PC HDMI 1080P LED Display Monitor Black US,$399.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=15
,"<a class=""item-title"" href=""https://www.newegg.com/asus-90lm0381-b041b0-15-6-full-hd/p/N82E16824281009?Description=1080p monitor&amp;cm_re=1080p_monitor-_-24-281-009-_-Product"" title=""View Details"">ASUS ZenScreen MB16ACM 15.6"" Full HD 1920 x 1080 USB Type-C Portable USB Monitor, Hybrid Signal Solution, USB Type-C, Flicker Free, Blue Light Filter, Anti-glare Surface</a>","ASUS ZenScreen MB16ACM 15.6"" Full HD 1920 x 1080 USB Type-C Portable USB Monitor, Hybrid Signal Solution, USB Type-C, Flicker Free, Blue Light Filter, Anti-glare Surface",$243.77,$24.99 Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=15
,"<a class=""item-title"" href=""https://www.newegg.com/lenovo-ls2323-23-full-hd/p/N82E16824146081?Description=1080p monitor&amp;cm_re=1080p_monitor-_-9SIAAEE5HP1484-_-Product"" title=""View Details"">Lenovo 3794HB1 LS2323 23"" Full HD 1920 x 1080 5 ms D-Sub, DVI LCD Monitor</a>","Lenovo 3794HB1 LS2323 23"" Full HD 1920 x 1080 5 ms D-Sub, DVI LCD Monitor",$500.00,$70.99 Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=15
,"<a class=""item-title"" href=""https://www.newegg.com/samsung-t24b350nd-24/p/N82E16824001567?Description=1080p monitor&amp;cm_re=1080p_monitor-_-9SIAFGW7TA3529-_-Product"" title=""View Details"">SAMSUNG T24B350ND 24"" 1920 x 1080 5 ms D-sub, HDMI, Composite, Component Built-in Speakers LCD Monitor</a>","SAMSUNG T24B350ND 24"" 1920 x 1080 5 ms D-sub, HDMI, Composite, Component Built-in Speakers LCD Monitor",$499.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=15
,"<a class=""item-title"" href=""https://www.newegg.com/p/0JC-0016-002H6?Description=1080p monitor&amp;cm_re=1080p_monitor-_-9SIAP5XBFR8811-_-Product"" title=""View Details"">HFYZ T13 13.3-inch Full HD 1080p IPS LED Monitor with Built-in Speakers and VESA Mounting, Rotating Portrait &amp; Landscaper, Built-in stand</a>","HFYZ T13 13.3-inch Full HD 1080p IPS LED Monitor with Built-in Speakers and VESA Mounting, Rotating Portrait & Landscaper, Built-in stand",$158.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=15
,"<a class=""item-title"" href=""https://www.newegg.com/p/15Z-002T-00UG4?Description=1080p monitor&amp;cm_re=1080p_monitor-_-15Z-002T-00UG4-_-Product"" title=""View Details"">HP VH240A - 24"" Monitor Full HD 1920 x 1080 60Hz 5ms IPS</a>","HP VH240A - 24"" Monitor Full HD 1920 x 1080 60Hz 5ms IPS",$200.00,Special Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=15
,"<a class=""item-title"" href=""https://www.newegg.com/p/0JC-00AW-001M5?Description=1080p monitor&amp;cm_re=1080p_monitor-_-0JC-00AW-001M5-_-Product"" title=""View Details"">Eyoyo 13.3 inch Portable Monitor HDMI Input Gaming Monitor 1080P HDR IPS Display Compatible with PS3 PS4 Xbox One Xbox 360 Raspberry Pi Wii U Laptop PC DVR w/ Dual Speaker</a>",Eyoyo 13.3 inch Portable Monitor HDMI Input Gaming Monitor 1080P HDR IPS Display Compatible with PS3 PS4 Xbox One Xbox 360 Raspberry Pi Wii U Laptop PC DVR w/ Dual Speaker,$108.96,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=15
,"<a class=""item-title"" href=""https://www.newegg.com/hp-27xw-h-27/p/N82E16824276381?Description=1080p monitor&amp;cm_re=1080p_monitor-_-24-276-381-_-Product"" title=""View Details"">HP Pavilion 27xw-h Silver White 27"" IPS 8ms Ultra-Wide Frameless LCD/LED Monitor with Amazing Viewing Angles and Open WEDGE Stand</a>","HP Pavilion 27xw-h Silver White 27"" IPS 8ms Ultra-Wide Frameless LCD/LED Monitor with Amazing Viewing Angles and Open WEDGE Stand",$257.69,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=15
,"<a class=""item-title"" href=""https://www.newegg.com/nec-ex241un-bk-23-8-full-hd/p/15Z-003G-00051?Description=1080p monitor&amp;cm_re=1080p_monitor-_-15Z-003G-00051-_-Product"" title=""View Details"">NEC Display Solutions EX241UN-BK 24” Widescreen Full HD 6ms Monitor with 4-Sided Ultra-Narrow Bezel and IPS Panel, 250cd/m2, D-Sub, DVI, HDMI, DisplayPort,Tilt, Swivel, Pivot, Height-adjustable stand</a>","NEC Display Solutions EX241UN-BK 24” Widescreen Full HD 6ms Monitor with 4-Sided Ultra-Narrow Bezel and IPS Panel, 250cd/m2, D-Sub, DVI, HDMI, DisplayPort,Tilt, Swivel, Pivot, Height-adjustable stand",$375.00,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=15
,"<a class=""item-title"" href=""https://www.newegg.com/dell-u2414h-23-8-full-hd/p/N82E16824260174?Description=1080p monitor&amp;cm_re=1080p_monitor-_-24-260-174-_-Product"" title=""View Details"">Dell UltraSharp U2414H Black 23.8"" Widescreen LED Backlight LCD IPS Monitor, 1920 x 1080, 1000:1, 250cd/m2, HDMI&amp;DVI&amp;USB Display Port, VESA Mountable</a>","Dell UltraSharp U2414H Black 23.8"" Widescreen LED Backlight LCD IPS Monitor, 1920 x 1080, 1000:1, 250cd/m2, HDMI&DVI&USB Display Port, VESA Mountable",$468.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=15
,"<a class=""item-title"" href=""https://www.newegg.com/p/15Z-01UV-00008?Description=1080p monitor&amp;cm_re=1080p_monitor-_-9SIAF5395Y9503-_-Product"" title=""View Details"">11.6"" Portable Display 11.6 inch 1920x1080 60HZ Full HD 1080p IPS LED LCD Monitor with HDMI VGA USB AV  Headphone Ports, 12V 2A DC Power Supply,  Dual Built-in Speaker.</a>","11.6"" Portable Display 11.6 inch 1920x1080 60HZ Full HD 1080p IPS LED LCD Monitor with HDMI VGA USB AV  Headphone Ports, 12V 2A DC Power Supply,  Dual Built-in Speaker.",$166.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=15
,"<a class=""item-title"" href=""https://www.newegg.com/p/15Z-02D5-00006?Description=1080p monitor&amp;cm_re=1080p_monitor-_-9SIANZMC2X4413-_-Product"" title=""View Details"">VIOTEK GFV22CB Ultra-Compact 22-Inch 144Hz Gaming Monitor | 1080P Full-HD 5ms | G-Sync-Compatible FreeSync FPS/RTS | 2x HDMI 3.5mm DP | Zero-Tolerance Dead Pixel Policy (VESA),22"" 1080p 144Hz Black</a>","VIOTEK GFV22CB Ultra-Compact 22-Inch 144Hz Gaming Monitor | 1080P Full-HD 5ms | G-Sync-Compatible FreeSync FPS/RTS | 2x HDMI 3.5mm DP | Zero-Tolerance Dead Pixel Policy (VESA),22"" 1080p 144Hz Black",$290.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=15
,"<a class=""item-title"" href=""https://www.newegg.com/hp-5qg36a8-aba-27-full-hd/p/0JC-0019-02861R?Description=1080p monitor&amp;cm_re=1080p_monitor-_-0JC-0019-02861R-_-Product"" title=""View Details"">HP P274 27"" Full HD 1920 x 1080 5ms (GTG) 60Hz DisplayPort HDMI VGA Anti-Glare Backlit LED IPS Monitor</a>","HP P274 27"" Full HD 1920 x 1080 5ms (GTG) 60Hz DisplayPort HDMI VGA Anti-Glare Backlit LED IPS Monitor",$170.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=15
,"<a class=""item-title"" href=""https://www.newegg.com/orion-23-full-hd/p/0YH-00JA-000C8?Description=1080p monitor&amp;cm_re=1080p_monitor-_-9SIAA0T9YC2603-_-Product"" title=""View Details"">23REDP ORION IMAGES CORPORATION 23"" LED MONITOR 1080P HDMI BNC</a>","23REDP ORION IMAGES CORPORATION 23"" LED MONITOR 1080P HDMI BNC",$255.70,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=15
,"<a class=""item-title"" href=""https://www.newegg.com/asus-vs228t-p-22-full-hd/p/N82E16824236432?Description=1080p monitor&amp;cm_re=1080p_monitor-_-24-236-432-_-Product"" title=""View Details"">ASUS VS228T-P 22"" (Actual size 21.5"") Full HD 1920 x 1080 5ms VGA DVI Built-in Speakers LED Backlit LCD Monitor</a>","ASUS VS228T-P 22"" (Actual size 21.5"") Full HD 1920 x 1080 5ms VGA DVI Built-in Speakers LED Backlit LCD Monitor",$274.00,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=15
,"<a class=""item-title"" href=""https://www.newegg.com/acer-15-6-full-hd/p/N82E16824011305?Description=1080p monitor&amp;cm_re=1080p_monitor-_-24-011-305-_-Product"" title=""View Details"">Acer PM161Q 16"" (Actual size 15.6"") Full HD 1920 x 1080 USB Type-C LED Backlit IPS Portable Monitor</a>","Acer PM161Q 16"" (Actual size 15.6"") Full HD 1920 x 1080 USB Type-C LED Backlit IPS Portable Monitor",$154.00,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=15
,"<a class=""item-title"" href=""https://www.newegg.com/lg-22mb35p-i-21-5/p/N82E16824025126?Description=1080p monitor&amp;cm_re=1080p_monitor-_-9SIAMG8ANM5933-_-Product"" title=""View Details"">LG 22MB35P-I 21.5"" 1920 x 1080 5 ms D-Sub, DVI-D LCD Monitor IPS</a>","LG 22MB35P-I 21.5"" 1920 x 1080 5 ms D-Sub, DVI-D LCD Monitor IPS",$249.00,$43.50 Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=15
,"<a class=""item-title"" href=""https://www.newegg.com/asus-ms246h-23-6/p/N82E16824236086?Description=1080p monitor&amp;cm_re=1080p_monitor-_-9SIA9PVANH7184-_-Product"" title=""View Details"">ASUS MS246H 23.6"" 1920 x 1080 2ms(GTG) D-Sub, HDMI LCD Monitor</a>","ASUS MS246H 23.6"" 1920 x 1080 2ms(GTG) D-Sub, HDMI LCD Monitor",$219.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=15
,"<a class=""item-title"" href=""https://www.newegg.com/acer-sb220q-bi-21-5/p/0JC-000P-00AT1?Description=1080p monitor&amp;cm_re=1080p_monitor-_-0JC-000P-00AT1-_-Product"" title=""View Details"">Acer SB220Q bi 21.5"" Full HD (1920 x 1080) IPS Ultra-Thin Zero Frame Monitor (HDMI &amp; VGA Port)</a>","Acer SB220Q bi 21.5"" Full HD (1920 x 1080) IPS Ultra-Thin Zero Frame Monitor (HDMI & VGA Port)",$139.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=15
,"<a class=""item-title"" href=""https://www.newegg.com/dell-s2340m-23/p/N82E16824260109?Description=1080p monitor&amp;cm_re=1080p_monitor-_-9SIAFGW7TA3545-_-Product"" title=""View Details"">Dell S2340M 23"" 1920 x 1080 7ms (GTG) 60 Hz D-Sub, DVI-D LCD Monitor IPS</a>","Dell S2340M 23"" 1920 x 1080 7ms (GTG) 60 Hz D-Sub, DVI-D LCD Monitor IPS",$499.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=15
,"<a class=""item-title"" href=""https://www.newegg.com/p/0JC-0019-02921?Description=1080p monitor&amp;cm_re=1080p_monitor-_-0JC-0019-02921-_-Product"" title=""View Details"">HP 24m 23.8"" Micro-edge Display Monitor Black</a>","HP 24m 23.8"" Micro-edge Display Monitor Black",$130.22,$24.99 Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=15
,"<a class=""item-title"" href=""https://www.newegg.com/hp-p274-27/p/0JC-0019-029X5?Description=1080p monitor&amp;cm_re=1080p_monitor-_-9SIAA65BMV4651-_-Product"" title=""View Details"">HP P Series P274 27 Inch Full HD 1920 x 1080 LED LCD Anti-Glare Backlit Monitor</a>",HP P Series P274 27 Inch Full HD 1920 x 1080 LED LCD Anti-Glare Backlit Monitor,$209.00,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=15
,"<a class=""item-title"" href=""https://www.newegg.com/acer-um-he2aa-a01-27-full-hd/p/N82E16824011292?Description=1080p monitor&amp;cm_re=1080p_monitor-_-9SIA4G7CBJ5886-_-Product"" title=""View Details"">Acer ED272 Abix UM.HE2AA.A01 27"" Full HD 1920 x 1080 4ms (GTG) 75 Hz D-Sub, HDMI LCD/LED Monitor</a>","Acer ED272 Abix UM.HE2AA.A01 27"" Full HD 1920 x 1080 4ms (GTG) 75 Hz D-Sub, HDMI LCD/LED Monitor",$150.00,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=15
,"<a class=""item-title"" href=""https://www.newegg.com/hp-6xj00aa-aba-32-full-hd/p/N82E16824276758?Description=1080p monitor&amp;cm_re=1080p_monitor-_-24-276-758-_-Product"" title=""View Details"">HP 32f 6XJ00AA#ABA 32"" Full HD 1920 x 1080 5 ms 60 Hz D-Sub, 2 x HDMI IPS Monitor</a>","HP 32f 6XJ00AA#ABA 32"" Full HD 1920 x 1080 5 ms 60 Hz D-Sub, 2 x HDMI IPS Monitor",$246.22,$30.15 Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=15
,"<a class=""item-title"" href=""https://www.newegg.com/asus-c623aqh-23-full-hd/p/N82E16824236927?Description=1080p monitor&amp;cm_re=1080p_monitor-_-24-236-927-_-Product"" title=""View Details"">ASUSPRO C623AQH 23"" Full HD 1920 x 1080 IPS DP HDMI DVI VGA Ergonomic Eye Care Monitor</a>","ASUSPRO C623AQH 23"" Full HD 1920 x 1080 IPS DP HDMI DVI VGA Ergonomic Eye Care Monitor",$199.00,$36.00 Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=15
,"<a class=""item-title"" href=""https://www.newegg.com/p/15Z-002T-00RB8?Description=1080p monitor&amp;cm_re=1080p_monitor-_-9SIAH8W9GH1624-_-Product"" title=""View Details"">HP EliteDisplay E273 27"" , FHD 1080p, IPS Monitor HDMI, DP, VGA, x, Tilt, S IPS Monitor</a>","HP EliteDisplay E273 27"" , FHD 1080p, IPS Monitor HDMI, DP, VGA, x, Tilt, S IPS Monitor",$332.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=15
,"<a class=""item-title"" href=""https://www.newegg.com/p/15Z-002T-00VY9?Description=1080p monitor&amp;cm_re=1080p_monitor-_-9SIAPSAC998861-_-Product"" title=""View Details"">HP Pavilion 22cwa 21.5-Inch Full HD 1080p IPS LED Monitor, Tilt, VGA and HDMI (T4Q59AA) - Black</a>","HP Pavilion 22cwa 21.5-Inch Full HD 1080p IPS LED Monitor, Tilt, VGA and HDMI (T4Q59AA) - Black",$162.67,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=15
,"<a class=""item-title"" href=""https://www.newegg.com/p/N82E16824012016R?Description=1080p monitor&amp;cm_re=1080p_monitor-_-24-012-016R-_-Product"" title=""View Details"">GIGABYTE G27F 27"" 144Hz 1080P Gaming Monitor, 1920 x 1080 IPS Display, 1ms (MPRT) Response Time, 95% DCI-P3, FreeSync Premium, 1x Display Port 1.2, 2x HDMI 1.4, 2x USB 3.0</a>","GIGABYTE G27F 27"" 144Hz 1080P Gaming Monitor, 1920 x 1080 IPS Display, 1ms (MPRT) Response Time, 95% DCI-P3, FreeSync Premium, 1x Display Port 1.2, 2x HDMI 1.4, 2x USB 3.0",$224.99,$4.99 Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=15
,"<a class=""item-title"" href=""https://www.newegg.com/p/0XZ-04BV-00003?Description=1080p monitor&amp;cm_re=1080p_monitor-_-9SIAS71CCE4737-_-Product"" title=""View Details"">E248W19203R 24quot Ultra Thin 75Hz 1080p LED Monitor 2x HDMI VGA Buildin Speakers Metallic Black 2018</a>",E248W19203R 24quot Ultra Thin 75Hz 1080p LED Monitor 2x HDMI VGA Buildin Speakers Metallic Black 2018,$123.52,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=15
,"<a class=""item-title"" href=""https://www.newegg.com/samsung-s27c500h-27/p/N82E16824001802?Description=1080p monitor&amp;cm_re=1080p_monitor-_-9SIAFGW6UX5417-_-Product"" title=""View Details"">SAMSUNG S27C500H 27"" 1920 x 1080 5ms (GTG) D-Sub, HDMI LCD Monitor</a>","SAMSUNG S27C500H 27"" 1920 x 1080 5ms (GTG) D-Sub, HDMI LCD Monitor",$599.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=15
,"<a class=""item-title"" href=""https://www.newegg.com/dell-u2412m-24/p/N82E16824260047?Description=1080p monitor&amp;cm_re=1080p_monitor-_-24-260-047-_-Product"" title=""View Details"">Dell UltraSharp U2412M 24"" Full HD 1920 x 1200 60Hz 8ms DisplayPort VGA DVI-D 4xUSB 2.0 Pivot Swivel Height Adjustable LED Backlit IPS Widescreen LCD Monitor</a>","Dell UltraSharp U2412M 24"" Full HD 1920 x 1200 60Hz 8ms DisplayPort VGA DVI-D 4xUSB 2.0 Pivot Swivel Height Adjustable LED Backlit IPS Widescreen LCD Monitor",$289.00,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=15
,"<a class=""item-title"" href=""https://www.newegg.com/dell-e2216h-22-full-hd/p/N82E16824260741?Description=1080p monitor&amp;cm_re=1080p_monitor-_-24-260-741-_-Product"" title=""View Details"">Dell E2216H 22"" (Actual size 21.5"") Full HD 1920 x 1080 5 ms 60 Hz D-Sub, DisplayPort Monitor</a>","Dell E2216H 22"" (Actual size 21.5"") Full HD 1920 x 1080 5 ms 60 Hz D-Sub, DisplayPort Monitor",$99.99,$4.99 Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=15
,"<a class=""item-title"" href=""https://www.newegg.com/p/1B4-079T-0J935?Description=1080p monitor&amp;cm_re=1080p_monitor-_-1B4-079T-0J935-_-Product"" title=""View Details"">Wendry 13.3 Inch Full HD Ultra-Thin Monitor, 1080P 19201080 IPS HDR Ultra Slim Game Monitor HDMI Portable Screen Display with Wide Range of Applications</a>","Wendry 13.3 Inch Full HD Ultra-Thin Monitor, 1080P 19201080 IPS HDR Ultra Slim Game Monitor HDMI Portable Screen Display with Wide Range of Applications",$290.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=15
,"<a class=""item-title"" href=""https://www.newegg.com/p/0JC-001P-00A34?Description=1080p monitor&amp;cm_re=1080p_monitor-_-9SIAHSBBJ66375-_-Product"" title=""View Details"">LED monitor - 21.5"" - 1920 x 1080 Full HD (1080p) - 250 cd/m2 - 1 ms - HDMI, VGA - speakers - black</a>","LED monitor - 21.5"" - 1920 x 1080 Full HD (1080p) - 250 cd/m2 - 1 ms - HDMI, VGA - speakers - black",$198.00,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=16
,"<a class=""item-title"" href=""https://www.newegg.com/p/3AD-021T-00001?Description=1080p monitor&amp;cm_re=1080p_monitor-_-9SIAS71CCX7217-_-Product"" title=""View Details"">E248W19203R 24quot Ultra Thin 75Hz 1080p LED Monitor 2x HDMI VGA Buildin Speakers Metallic Black 2018</a>",E248W19203R 24quot Ultra Thin 75Hz 1080p LED Monitor 2x HDMI VGA Buildin Speakers Metallic Black 2018,$123.52,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=16
,"<a class=""item-title"" href=""https://www.newegg.com/p/0JC-007F-000A0?Description=1080p monitor&amp;cm_re=1080p_monitor-_-0JC-007F-000A0-_-Product"" title=""View Details"">Sceptre IPS 24” Gaming Monitor 165Hz 144Hz Full HD (1920 x 1080) FreeSync Eye Care FPS RTS DisplayPort HDMI Build-in Speakers, Machine Black 2020 (E248B-FPT168)</a>","Sceptre IPS 24” Gaming Monitor 165Hz 144Hz Full HD (1920 x 1080) FreeSync Eye Care FPS RTS DisplayPort HDMI Build-in Speakers, Machine Black 2020 (E248B-FPT168)",$390.97,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=16
,"<a class=""item-title"" href=""https://www.newegg.com/aoc-21-5/p/0JC-0016-00051?Description=1080p monitor&amp;cm_re=1080p_monitor-_-9SIA87B6V43206-_-Product"" title=""View Details"">LED monitor - 21.5"" - 1920 x 1080 Full HD (1080p) - TN - 200 cd/m2 - 5 ms - DVI-D, VGA - black</a>","LED monitor - 21.5"" - 1920 x 1080 Full HD (1080p) - TN - 200 cd/m2 - 5 ms - DVI-D, VGA - black",$421.98,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=16
,"<a class=""item-title"" href=""https://www.newegg.com/viewsonic-va2452sm-24/p/N82E16824116723R?Description=1080p monitor&amp;cm_re=1080p_monitor-_-24-116-723R-_-Product"" title=""View Details"">ViewSonic VA2452Sm 24"" (Actual size 23.6"") Full HD 1920 x 1080 7ms (GTG) VGA DVI-D DisplayPort Flicker-Free Blue Light Filter Built-in Speakers Anti-Glare Backit LED LCD Monitor</a>","ViewSonic VA2452Sm 24"" (Actual size 23.6"") Full HD 1920 x 1080 7ms (GTG) VGA DVI-D DisplayPort Flicker-Free Blue Light Filter Built-in Speakers Anti-Glare Backit LED LCD Monitor",$119.99,Free Shipping,https://www.newegg.com/p/pl?d=1080p+monitor&page=16
